language,filename,blank,comment,code,"github.com/AlDanial/cloc v 1.86  T=2.13 s (643.4 files/s, 32703.1 lines/s)"
HTML,./src/services/pool/crdp-secure-proxy-server/public/index.html,20,0,134
JavaScript,./src/public/serviceWorker.js,23,4,126
JavaScript,./src/server.js,11,20,125
JavaScript,./src/zombie-lord/launcher.js,16,87,124
Markdown,./src/zombie-lord/custom-launcher/README.md,52,0,122
HTML,./src/services/pool/docspunk/public/uploads/index.html,9,0,116
HTML,./src/services/pool/socket-puppet-service/public/authentication-security-guide.html,0,0,113
JavaScript,./src/zombie-lord/custom-launcher/dist/utils.js,0,7,111
Markdown,./src/public/voodoo/.bang.html.snapshot/src/vv/README.md,61,0,110
Markdown,./src/zombie-lord/custom-launcher/docs/chrome-flags-for-tools.md,39,0,108
JavaScript,./src/public/voodoo/src/handlers/targetInfo.js,9,2,105
Markdown,./src/zombie-lord/custom-launcher/changelog.md,19,0,104
JavaScript,./src/public/voodoo/src/subviews/sidebarMenu.js,9,7,102
Bourne Shell,./src/services/pool/socket-puppet-service/scripts/setup.sh,14,0,102
JavaScript,./src/zombie-lord/injections/favicon.js,15,2,102
JavaScript,./src/public/voodoo/src/handlers/demo.js,6,0,101
JavaScript,./src/public/plugins/appminifier/scripts/createListener.js,3,9,97
JavaScript,./src/public/plugins/demo/createListener.js,3,9,97
JavaScript,./src/public/plugins/projector/scripts/createListener.js,4,9,97
HTML,./src/services/pool/docspunk/public/convert.html,9,0,97
JavaScript,./src/public/plugins/demo/translateAppminifierCRDP.js,13,1,96
XML,./src/zombie-lord/fonts.conf,16,36,95 
JavaScript,./src/public/voodoo/src/subviews/pluginsMenu.js,2,1,94
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-cells/script.js,10,0,91
CSS,./src/public/themes/main.css,18,19,87
JavaScript,./src/public/resize_helper.js,6,4,84
JavaScript,./src/public/plugins/appminifier/page/listen.js,11,3,83
JavaScript,./src/public/voodoo/src/subviews/omniBox.js,6,2,82
TypeScript,./src/zombie-lord/custom-launcher/src/utils.ts,18,6,82
JavaScript,./src/zombie-lord/adblocking/blockAds.js,5,7,81
Bourne Shell,./scripts/install_vfpro.sh,12,0,80
JavaScript,./src/public/voodoo/src/subviews/bandwidthIndicator.js,12,0,80
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/vv/types.js,29,7,78
HTML,./src/public/voodoo/src/components/bb-view/markup.html,0,0,78
JavaScript,./src/zombie-lord/newtab/overrideNewtab.js,9,9,77
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/src/helpers.js,21,26,75
JavaScript,./src/zombie-lord/demoblocking/blockSites.js,8,6,75
HTML,./src/public/lo.html,1,0,71
TypeScript,./src/zombie-lord/custom-launcher/dist/chrome-launcher.d.ts,0,0,69
JavaScript,./src/plugins/projector/injections.js,11,2,68
JavaScript,./src/public/render_static.js,11,9,68
HTML,./src/public/voodoo/src/components/bb-ctrl/markup.html,0,2,68
JavaScript,./src/zombie-lord/injections/selectDropdownEvents.js,13,17,68
Bourne Shell,./scripts/watcher.sh,9,6,65
JavaScript,./src/public/plugins/appminifier/installPlugin.js,12,8,65
JavaScript,./src/zombie-lord/injections/keysCanInput.js,9,11,65
HTML,./src/services/pool/docspunk/public/secretpage-canneverbefound.html,9,0,64
JavaScript,./src/zombie-lord/injections/scrollNotify.js,7,9,63
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-circle-drawer/script.js,7,0,62
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-frame/style.css,8,0,62
JavaScript,./src/public/plugins/appminifier/page/serializeEvent.js,16,0,61
HTML,./src/public/form-test.html,2,1,59
HTML,./src/public/voodoo/.bang.html.snapshot/docs/cellophane/index.html,2,0,59
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/style.css,12,4,58
Markdown,./docs/CODE_OF_CONDUCT.md,19,0,57
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-table/markup.html,1,0,55
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/warm-greeter/script.js,22,21,54
JavaScript,./src/spdy-server.js,17,0,54
JavaScript,./src/public/plugins/projector/translateProjectorCRDP.js,4,1,51
Bourne Shell,./scripts/postinstall.sh,14,2,50
JavaScript,./src/public/plugins/projector/installPlugin.js,10,11,50
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-multi-search/style.css,7,0,50
Bourne Shell,./scripts/global/parec-server.sh,17,0,49
HTML,./src/public/factory.html,0,0,49
JavaScript,./src/public/voodoo/index.js,10,8,49
HTML,./src/public/voodoo/.bang.html.snapshot/docs/infinite/index.html,1,0,48
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/tests/loadTest.js,20,5,48
Bourne Shell,./scripts/start.sh,13,9,47
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-crud/script.js,12,0,47
Bourne Shell,./src/services/instance/parec-server/parec-server.sh,15,0,47
JavaScript,./src/zombie-lord/injections/elementInfo.js,7,3,47
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-crud/style.css,10,0,46
JavaScript,./src/services/instance/pptr-console-server/public/updateStatus.js,1,3,46
JavaScript,./src/public/plugins/demo/listen.js,1,1,45
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-timer/script.js,7,1,45
Markdown,./src/services/instance/pptr-console-server/websocket_chat_app_homework/README.md,22,0,45
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-crud/markup.html,0,0,44
CSS,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/theme.css,13,8,44
CSS,./src/public/voodoo/src/components/bb-bar/style.css,9,0,43
HTML,./src/public/signup.html,0,0,42
CSS,./src/public/themes/reset.css,1,5,42
JavaScript,./src/public/voodoo/src/components/bb-loading-indicator/script.js,9,0,42
JavaScript,./src/public/plugins/appminifier/page/exceptions.js,7,0,41
JavaScript,./src/public/plugins/demo/installPlugin.js,9,5,41
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-flight-booker/script.js,8,7,41
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-sizer-modal/style.css,5,0,41
JavaScript,./src/public/error_catchers.js,6,0,40
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-timer/style.css,8,0,39
JavaScript,./src/zombie-lord/injections/pageContext/showMouse.js,6,0,39
JavaScript,./src/public/plugins/appminifier/page/helpers.js,5,0,38
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-cells/markup.html,0,1,36
JavaScript,./src/public/voodoo/.bang.html.snapshot/experiments/app.webpack.config.js,1,1,36
JavaScript,./src/public/voodoo/src/subviews/sidebarMenuButton.js,6,13,36
JavaScript,./src/zombie-lord/navigator.js,7,3,36
Bourne Shell,./scripts/install_webp.sh,8,2,35
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-circle-drawer/style.css,5,0,35
Bourne Shell,./scripts/share-test.sh,11,15,34
JavaScript,./src/services/instance/pptr-console-server/public/load.js,7,0,34
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/tests/messageTest.js,14,2,34
Markdown,./src/services/pool/docspunk/docs/old-README.md,22,0,34
JavaScript,./src/sm.js,5,3,34
HTML,./src/assets/SPL.html,1,0,33
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-temp-converter/script.js,6,0,33
JavaScript,./src/public/voodoo/src/handlers/favicon.js,10,1,33
TypeScript,./src/zombie-lord/custom-launcher/dist/utils.d.ts,0,0,33
JavaScript,./src/zombie-lord/injections/templated/flashEmu.js,3,0,33
HTML,./src/public/voodoo/src/components/bb-omni-box/markup.html,0,1,32
YAML,./.github/workflows/codeql-analysis.yml,11,20,31
JavaScript,./src/public/voodoo/src/abto64.js,16,17,31
JavaScript,./src/zombie-lord/adblocking/blockedResponse.js,4,0,31
Bourne Shell,./src/zombie-lord/start_chrome.sh,10,25,31
JavaScript,./src/public/assets/src/play-flash.js,1,1,30
HTML,./src/public/image.html,0,0,30
JavaScript,./src/public/scriptSPL.js,2,1,30
JavaScript,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-multi-search/script.js,11,1,30
Bourne Shell,./src/services/pool/docspunk/build_src.sh,1,6,30
JavaScript,./src/zombie-lord/injections/fileInput.js,16,83,30
Bourne Shell,./scripts/pm2-run.sh,10,0,29
JavaScript,./src/public/plugins/appminifier/page/listeners/scroll.js,2,0,29
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-cell/style.css,4,0,29
JavaScript,./src/public/voodoo/src/subviews/loadingIndicator.js,6,0,29
Bourne Shell,./scripts/test.sh,9,6,28
JavaScript,./src/public/plugins/appminifier/page/listeners/hash.js,4,4,28
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-circle-drawer/markup.html,0,0,28
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-temp-converter/style.css,3,0,28
Markdown,./src/public/voodoo/.bang.html.snapshot/src/vv/docs/coc.md,18,0,28
Markdown,./src/services/instance/parec-server/README.md,14,0,28
JavaScript,./src/zombie-lord/custom-launcher/manual-chrome-launcher.js,9,15,28
HTML,./src/public/voodoo/.bang.html.snapshot/docs/index.html,1,0,27
Markdown,./src/public/voodoo/.bang.html.snapshot/src/vv/docs/CLA.md,22,0,27
HTML,./src/public/voodoo/src/components/bb-context-menu/markup.html,0,0,27
HTML,./src/public/voodoo/src/components/bb-favicon/markup.html,0,0,27
JavaScript,./src/public/voodoo/src/handlers/keysCanInput.js,1,0,27
JavaScript,./src/public/plugins/projector/scripts/treeUpdate.js,15,136,26
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-infin/markup.html,0,0,26
CSS,./src/public/voodoo/.bang.html.snapshot/docs/infinite/rainbow.css,2,0,26
JavaScript,./src/public/voodoo/.bang.html.snapshot/src/err.js,5,0,26
SVG,./src/public/voodoo/assets/icons/cog.svg,0,0,26
HTML,./src/services/pool/crdp-secure-proxy-server/public/devtools/inspector.html,0,5,26
Bourne Shell,./scripts/bg_frb_setup.sh,1,7,25
SVG,./src/public/voodoo/assets/icons/server-cog.svg,0,0,25
JavaScript,./src/webpack.config.js,1,0,25
YAML,./src/zombie-lord/custom-launcher/.appveyor.yml,7,5,25
JavaScript,./src/zombie-lord/injections/textComposition.js,1,7,25
Bourne Shell,./src/zombie-lord/scripts/get_download_view_url.sh,7,3,25
Bourne Shell,./scripts/aws-yum-installzanj.sh,0,2,24
Bourne Shell,./scripts/go_demo.sh,12,2,24
HTML,./src/public/loading.html,1,0,24
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-flight-booker/markup.html,0,0,24
SVG,./src/public/voodoo/assets/icons/box-select.svg,0,0,24
SVG,./src/public/voodoo/assets/icons/boxes.svg,0,0,24
SVG,./src/public/voodoo/assets/icons/qr-code.svg,0,0,24
YAML,./src/zombie-lord/custom-launcher/.travis.yml,0,0,24
Bourne Shell,./scripts/setup_machine.sh,4,0,23
Bourne Shell,./scripts/system_upgrade.sh,1,0,23
Bourne Shell,./scripts/upgrade.sh,12,4,23
HTML,./src/assets/SPL2.html,1,0,23
SVG,./src/public/voodoo/assets/icons/building.svg,0,0,23
SVG,./src/public/voodoo/assets/icons/dna-off.svg,0,0,23
SVG,./src/public/voodoo/assets/icons/dna.svg,0,0,23
SVG,./src/public/voodoo/assets/icons/file-cog.svg,0,0,23
SVG,./src/public/voodoo/assets/icons/sun-snow.svg,0,0,23
JavaScript,./src/services/pool/docspunk/rebuild_hashes.js,9,0,23
Markdown,./docs/CLAs/CLA.md,15,0,22
Bourne Shell,./scripts/clean.sh,3,1,22
HTML,./src/public/spdy.html,0,9,22
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-cells/style.css,5,0,22
SVG,./src/public/voodoo/assets/icons/calculator.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/calendar-days.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/cloud-cog.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/cpu.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/folder-cog.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/shower-head.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/sun-moon.svg,0,0,22
SVG,./src/public/voodoo/assets/icons/wheat-off.svg,0,0,22
JavaScript,./src/services/instance/pptr-console-server/websocket_chat_app_homework/public/tests/testAll.js,5,0,22
JavaScript,./src/public/scripts/populateHonorifics.js,8,2,21
CSS,./src/public/voodoo/.bang.html.snapshot/docs/components/warm-greeter/style.css,3,0,21
SVG,./src/public/voodoo/assets/icons/bug.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/cake.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/file-cog-2.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/fingerprint.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/grape.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/keyboard.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/party-popper.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/sliders-horizontal.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/sliders.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/sun-dim.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/sun-medium.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/sun.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/user-cog.svg,0,0,21
SVG,./src/public/voodoo/assets/icons/wand.svg,0,0,21
TypeScript,./src/zombie-lord/custom-launcher/test/launch-signature-test.ts,6,5,21
JavaScript,./src/public/plugins/demo/page.js,0,0,20
SVG,./src/public/voodoo/assets/icons/calendar-range.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/candy-off.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/cloud-sun-rain.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/diamond.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/film.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/folder-cog-2.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/haze.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/hop-off.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/hop.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/loader.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/siren.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/slack.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/sunrise.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/sunset.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/swords.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/wand-2.svg,0,0,20
SVG,./src/public/voodoo/assets/icons/wheat.svg,0,0,20
JavaScript,./src/public/voodoo/src/handlers/selectInput.js,2,2,20
TypeScript,./src/zombie-lord/custom-launcher/test/utils-test.ts,4,15,20
HTML,./src/public/plugins/appminifier/index.html,1,6,19
JavaScript,./src/public/plugins/appminifier/page/listeners/focus.js,4,4,19
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/sg-multi-search/markup.html,0,0,19
CSS,./src/public/voodoo/.bang.html.snapshot/src/style.css,1,0,19
SVG,./src/public/voodoo/assets/icons/alarm-plus.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/aperture.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/building-2.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/cigarette-off.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/cloud-drizzle.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/cloud-hail.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/cloud-snow.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/dice-6.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/dumbbell.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/life-buoy.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/locate-off.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/scan-face.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/train.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/usb.svg,0,0,19
SVG,./src/public/voodoo/assets/icons/wifi-off.svg,0,0,19
HTML,./src/public/voodoo/src/components/bb-tabs/markup.html,0,0,19
JavaScript,./src/services/instance/pptr-console-server/common.js,2,0,19
Bourne Shell,./scripts/new_release.sh,13,0,18
JavaScript,./src/public/plugins/demo/programmaticClickIntervention.js,1,0,18
JavaScript,./src/public/pptr_login.js,5,1,18
SVG,./src/public/voodoo/assets/icons/alarm-check.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/alarm-clock-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/alarm-clock.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/alarm-minus.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/align-horizontal-distribute-center.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/align-vertical-distribute-center.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/angry.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/binary.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-clock.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-plus.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-search.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-x-2.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/calendar-x.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/cat.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/clipboard-list.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/cloud-sun.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/codesandbox.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/cookie.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/dice-5.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/dices.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/dog.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/file-archive.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/file-box.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/file-scan.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/file-spreadsheet.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flask-conical-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flip-horizontal-2.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flip-horizontal.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flip-vertical-2.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flip-vertical.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/flower.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/git-branch-plus.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/git-pull-request-closed.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/grip-horizontal.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/grip-vertical.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/image-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/landmark.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/languages.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/layout-list.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/list-checks.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/list-ordered.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/list.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/locate-fixed.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/medal.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/mic-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/microscope.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/move.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/package-plus.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/package-search.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/plug-zap.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/recycle.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/server-off.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/smile-plus.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/snowflake.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/syringe.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/thermometer-snowflake.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/thermometer-sun.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/trophy.svg,0,0,18
SVG,./src/public/voodoo/assets/icons/unlink.svg,0,0,18
JavaScript,./src/public/voodoo/src/subviews/pluginsMenuButton.js,5,2,18
JavaScript,./src/public/voodoo/src/subviews/viewportResetButton.js,5,0,18
Markdown,./docs/GIT_HISTORY_NOTE.md,17,0,17
HTML,./src/public/voodoo/.bang.html.snapshot/docs/components/warm-greeter/markup.html,0,0,17
SVG,./src/public/voodoo/assets/icons/accessibility.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/align-center-horizontal.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/align-center-vertical.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/archive-restore.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/backpack.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/baggage-claim.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/bath.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/battery-full.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/beer.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/bell-off.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/bot.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/calendar-check-2.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/calendar-check.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/calendar-heart.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/calendar-minus.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/candy.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/chrome.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/cigarette.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/citrus.svg,0,0,17
SVG,./src/public/voodoo/assets/icons/clipboard-copy.svg,0,0,17
